@,B,D,$,F,&,G,I,L,M,N,O,Q,U,V,Y,~,
DE0009771824,0.00|0.00|0.00,1.9.12,42.00,EUR,2,1.000000,67.093,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.626000,42.00,1.11.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,1.12.12,40.00,EUR,2,1.000000,63.091,|[Privatgiro],LOHN/GEHALT 00006802/201201,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.634000,40.00,1.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,1.16.12,94.00,EUR,2,1.000000,39.004,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.410000,94.00,1.18.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,1.18.12,100.00,EUR,2,1.000000,148.810,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.672000,100.00,1.20.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,2.1.12,180.00,EUR,2,1.000000,109.422,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.645000,180.00,2.3.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,2.2.12,702.09,EUR,2,1.000000,67.160,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE0009771824 00 DEKA-LIQUIDITAET EURO TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10.454000,702.09,2.3.12,Deka-VarioInvest TF,977182,
DE0009771824,0.00|0.00|0.00,2.8.12,42.00,EUR,2,1.000000,67.200,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF   K,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.625000,42.00,2.10.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,2.14.12,40.00,EUR,2,1.000000,69.930,|[Privatgiro],LOHN/GEHALT 00006802/201202,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.572000,40.00,2.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,2.15.12,94.00,EUR,2,1.000000,40.154,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE            D,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.341000,94.00,2.17.12,Deka-BR 100,542451,
DE0008474503,,2.17.12,,EUR,2,1.000000,65.893,,Ertrag,Retshrs,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.056000,3.69,2.17.12,DekaFonds CF,847450,
DE0008474511,,2.17.12,,EUR,2,1.000000,48.626,,Ertrag,Retshrs,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.131000,6.37,2.17.12,AriDeka CF,847451,
DE0009771824,,2.17.12,,EUR,2,1.000000,66.438,,Ertrag,Retshrs,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.073000,4.85,2.17.12,Deka-VarioInvest TF,977182,
LU0133666759,0.00|0.00|0.00,2.20.12,100.00,EUR,2,1.000000,160.772,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.622000,100.00,2.22.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,3.1.12,180.00,EUR,2,1.000000,109.756,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.640000,180.00,3.5.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,3.9.12,42.00,EUR,2,1.000000,66.142,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.635000,42.00,3.12.12,Deka-VarioInvest TF,977182,
LU0133666759,0.00|0.00|0.00,3.13.12,"1,306.29",EUR,2,1.000000,161.310,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 LU0133666759 00 DEKA-CONVERGENCEAKTIEN TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8.098000,"1,306.29",3.14.12,Deka-ConvergenceAktien TF,940542,
DE0008474503,0.00|0.00|0.00,3.14.12,40.00,EUR,2,1.000000,71.685,|[Privatgiro],LOHN/GEHALT 00006802/201203,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.558000,40.00,3.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,3.15.12,94.00,EUR,2,1.000000,41.391,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.271000,94.00,3.19.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,3.19.12,100.00,EUR,2,1.000000,162.602,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.615000,100.00,3.21.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,4.2.12,180.00,EUR,2,1.000000,109.890,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.638000,180.00,4.4.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,4.10.12,42.00,EUR,2,1.000000,66.142,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.635000,42.00,4.12.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,4.12.12,40.00,EUR,2,1.000000,67.682,|[Privatgiro],LOHN/GEHALT 00006802/201204  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.591000,40.00,4.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,4.16.12,94.00,EUR,2,1.000000,40.188,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.339000,94.00,4.18.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,4.19.12,100.00,EUR,2,1.000000,150.150,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.666000,100.00,4.20.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,5.2.12,180.00,EUR,2,1.000000,109.957,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.637000,180.00,5.4.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,5.9.12,42.00,EUR,2,1.000000,66.142,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.635000,42.00,5.10.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,5.14.12,40.00,EUR,2,1.000000,65.041,|[Privatgiro],LOHN/GEHALT 00006802/201205  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.615000,40.00,5.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,5.16.12,94.00,EUR,2,1.000000,39.396,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.386000,94.00,5.18.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,5.18.12,100.00,EUR,2,1.000000,133.869,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.747000,100.00,5.22.12,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,5.21.12,"1,200.00",EUR,2,1.000000,66.211,|[Privatgiro],119091767 DE0009771824 00 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,18.124000,"1,200.00",5.23.12,Deka-VarioInvest TF,977182,
DE0005424519,,5.21.12,,EUR,2,1.000000,38.386,,Zulagenzahlung 2011,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3.531000,135.54,5.21.12,Deka-BR 100,542451,
DE000DK1CJH2,0.00|0.00|0.00,6.4.12,180.00,EUR,2,1.000000,109.890,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.638000,180.00,6.5.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,6.8.12,42.00,EUR,2,1.000000,66.246,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.634000,42.00,6.12.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,6.14.12,40.00,EUR,2,1.000000,61.633,|[Privatgiro],LOHN/GEHALT 00006802/201206  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.649000,40.00,6.18.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,6.15.12,94.00,EUR,2,1.000000,39.596,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.374000,94.00,6.19.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,6.18.12,100.00,EUR,2,1.000000,139.470,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.717000,100.00,6.20.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,7.2.12,180.00,EUR,2,1.000000,109.890,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.638000,180.00,7.4.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,7.2.12,120.00,EUR,2,1.000000,66.225,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.812000,120.00,7.3.12,Deka-VarioInvest TF,977182,
DE0005424519,,7.2.12,,EUR,2,1.000000,39.770,,Ertrag/Zinsen,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.740000,29.43,7.2.12,Deka-BR 100,542451,
DE0009771824,0.00|0.00|0.00,7.9.12,42.00,EUR,2,1.000000,66.246,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.634000,42.00,7.11.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,7.12.12,40.00,EUR,2,1.000000,64.000,|[Privatgiro],LOHN/GEHALT 00006802/201207  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.625000,40.00,7.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,7.16.12,94.00,EUR,2,1.000000,41.575,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.261000,94.00,7.18.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,7.18.12,100.00,EUR,2,1.000000,149.031,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.671000,100.00,7.20.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,8.1.12,180.00,EUR,2,1.000000,110.024,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.636000,180.00,8.3.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,8.6.12,600.00,EUR,2,1.000000,66.276,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE0009771824 00 DEKA-LIQUIDITAET EURO TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9.053000,600.00,8.7.12,Deka-VarioInvest TF,977182,
DE0009771824,0.00|0.00|0.00,8.8.12,42.00,EUR,2,1.000000,66.246,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.634000,42.00,8.10.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,8.14.12,40.00,EUR,2,1.000000,68.729,|[Privatgiro],LOHN/GEHALT 00006802/201208  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.582000,40.00,8.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,8.15.12,94.00,EUR,2,1.000000,43.159,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.178000,94.00,8.17.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,8.20.12,100.00,EUR,2,1.000000,153.139,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF  K,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.653000,100.00,8.22.12,Deka-ConvergenceAktien TF,940542,
DE0009771824,0.00|0.00|0.00,8.30.12,400.00,EUR,2,1.000000,66.324,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE0009771824 00 DEKA-LIQUIDITAET EURO TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6.031000,400.00,8.31.12,Deka-VarioInvest TF,977182,
DE000DK1CJH2,0.00|0.00|0.00,9.3.12,180.00,EUR,2,1.000000,110.092,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.635000,180.00,9.5.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,9.10.12,42.00,EUR,2,1.000000,66.351,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.633000,42.00,9.12.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,9.13.12,40.00,EUR,2,1.000000,72.993,|[Privatgiro],LOHN/GEHALT 00006802/201209  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.548000,40.00,9.17.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,9.18.12,94.00,EUR,2,1.000000,42.805,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.196000,94.00,9.19.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,9.18.12,100.00,EUR,2,1.000000,156.006,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.641000,100.00,9.20.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,10.1.12,180.00,EUR,2,1.000000,110.092,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.635000,180.00,10.4.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,10.8.12,42.00,EUR,2,1.000000,66.351,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.633000,42.00,10.10.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,10.12.12,40.00,EUR,2,1.000000,72.333,|[Privatgiro],LOHN/GEHALT 00006802/201210  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.553000,40.00,10.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,10.15.12,94.00,EUR,2,1.000000,42.323,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.221000,94.00,10.17.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,10.18.12,100.00,EUR,2,1.000000,155.521,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.643000,100.00,10.22.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,11.1.12,180.00,EUR,2,1.000000,110.024,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.636000,180.00,11.5.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,11.8.12,42.00,EUR,2,1.000000,66.351,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.633000,42.00,11.12.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,11.14.12,40.00,EUR,2,1.000000,71.048,|[Privatgiro],LOHN/GEHALT 00006802/201211  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.563000,40.00,11.16.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,11.15.12,94.00,EUR,2,1.000000,41.192,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.282000,94.00,11.19.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,11.19.12,100.00,EUR,2,1.000000,147.710,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.677000,100.00,11.21.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,12.3.12,180.00,EUR,2,1.000000,110.024,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.636000,180.00,12.5.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,12.10.12,42.00,EUR,2,1.000000,66.351,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.633000,42.00,12.12.12,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,12.13.12,40.00,EUR,2,1.000000,76.336,|[Privatgiro],LOHN/GEHALT 00006802/201212  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.524000,40.00,12.17.12,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,12.17.12,94.00,EUR,2,1.000000,42.077,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.234000,94.00,12.19.12,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,12.18.12,100.00,EUR,2,1.000000,156.986,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.637000,100.00,12.20.12,Deka-ConvergenceAktien TF,940542,
LU0133666759,,12.20.12,,EUR,2,1.000000,156.943,Kursgewinne:Realisierte Gewinne|,Tausch in Deka-EuroRent 4y  TF,WP-Entnahme,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,13.763000,"2,160.00",12.20.12,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,,12.20.12,,EUR,2,1.000000,109.980,,Tausch aus Deka-Concergence  Aktien TF,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,19.640000,"2,160.00",12.20.12,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,12.27.12,550.00,EUR,2,1.000000,66.369,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8.287000,550.00,12.28.12,Deka-VarioInvest TF,977182,
DE000DK1CJH2,0.00|0.00|0.00,1.2.13,180.00,EUR,2,1.000000,109.091,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.650000,180.00,1.4.13,Deka-EuroRent 4y TF,DK1CJH,
DE000DK1CJH2,,1.2.13,,EUR,2,1.000000,109.006,,Ertrag/Zinsen,WP-Einlage,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.161000,17.55,1.2.13,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,1.8.13,42.00,EUR,2,1.000000,66.351,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.633000,42.00,1.10.13,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,1.14.13,40.00,EUR,2,1.000000,77.973,|[Privatgiro],LOHN/GEHALT 00006802/201301  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.513000,40.00,1.16.13,DekaFonds CF,847450,
DE0005424519,0.00|0.00|0.00,1.15.13,94.00,EUR,2,1.000000,43.298,|[Privatgiro],119091767 XF0009994050 15 DEKA-BONUSRENTE,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2.171000,94.00,1.17.13,Deka-BR 100,542451,
LU0133666759,0.00|0.00|0.00,1.18.13,100.00,EUR,2,1.000000,164.474,|[Privatgiro],119091767 LU0133666759 01 DEKA-CONVERGENCEAKTIEN TF,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.608000,100.00,1.22.13,Deka-ConvergenceAktien TF,940542,
DE000DK1CJH2,0.00|0.00|0.00,2.1.13,180.00,EUR,2,1.000000,108.238,Kursgewinne:Realisierte Gewinne|[Privatgiro],119091767 DE000DK1CJH2 00 DEKA-EURORENT 4Y TF,Verkauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.663000,180.00,2.5.13,Deka-EuroRent 4y TF,DK1CJH,
DE0009771824,0.00|0.00|0.00,2.8.13,42.00,EUR,2,1.000000,66.351,|[Privatgiro],119091767 DE0009771824 01 DEKA-LIQUIDITAET EURO TF   K,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.633000,42.00,2.12.13,Deka-VarioInvest TF,977182,
DE0008474503,0.00|0.00|0.00,2.14.13,40.00,EUR,2,1.000000,77.519,|[Privatgiro],LOHN/GEHALT 00006802/201302  *,Kauf,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.516000,40.00,2.18.13,DekaFonds CF,847450,
